criterion,variant,dataset,grupo,representante,n,miembros,descartadas
G_consenso,B10&B20&B50,EDA,7,Packet Length Std,4,Packet Length Max; Packet Length Std; Packet Length Variance; Total Length of Bwd Packet,Packet Length Max; Packet Length Variance; Total Length of Bwd Packet
G_consenso,B10&B20&B50,EDA,8,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
G_consenso,B10&B20&B50,EDA,9,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
G_consenso,B10&B20&B50,EDA,10,Fwd Packet Length Mean,3,Fwd Packet Length Max; Fwd Packet Length Mean; Subflow Fwd Bytes,Fwd Packet Length Max; Subflow Fwd Bytes
G_consenso,B10&B20&B50,EDA,11,Active Mean,2,Active Mean; Active Min,Active Min
G_consenso,B10&B20&B50,EDA,12,Idle Std,2,Active Std; Idle Std,Active Std
G_consenso,B10&B20&B50,EDA,13,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
R,B20,EDA,0,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
R,B20,EDA,1,Packet Length Std,5,Bwd Packet Length Max; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance,Bwd Packet Length Max; Packet Length Max; Packet Length Mean; Packet Length Variance
R,B20,EDA,2,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
R,B20,EDA,3,Bwd IAT Max,3,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total,Bwd IAT Mean; Bwd IAT Total
R,B20,EDA,4,PSH Flag Count,3,Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count,Bwd PSH Flags; Fwd PSH Flags
R,B20,EDA,5,Flow Packets/s,3,Flow IAT Max; Flow Packets/s; Fwd Packets/s,Flow IAT Max; Fwd Packets/s
R,B20,EDA,6,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
R,B20,EDA,7,Fwd IAT Mean,3,Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total,Fwd IAT Max; Fwd IAT Total
R,B20,EDA,8,Idle Std,2,Active Std; Idle Std,Active Std
R,B20,EDA,9,Bwd Packet Length Mean,2,Bwd Packet Length Mean; Subflow Bwd Bytes,Subflow Bwd Bytes
R,B20,EDA,10,Fwd Packet Length Mean,2,Fwd Packet Length Mean; Subflow Fwd Bytes,Subflow Fwd Bytes
R,B20,EDA,11,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
R,B20,EDA,12,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
Robusto,7 medidas IM,EDA,0,Flow Packets/s,7,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
Robusto,7 medidas IM,EDA,1,Packet Length Std,6,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Variance; Subflow Bwd Bytes
Robusto,7 medidas IM,EDA,2,Bwd IAT Max,3,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total,Bwd IAT Mean; Bwd IAT Total
Robusto,7 medidas IM,EDA,3,Fwd IAT Mean,3,Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total,Fwd IAT Max; Fwd IAT Total
Robusto,7 medidas IM,EDA,4,Bwd Header Length,2,Bwd Header Length; Total Bwd packets,Total Bwd packets
Robusto,7 medidas IM,EDA,5,Total Fwd Packet,2,Fwd Header Length; Total Fwd Packet,Fwd Header Length
Robusto,7 medidas IM,EDA,6,Total Length of Fwd Packet,2,Fwd Packet Length Max; Total Length of Fwd Packet,Fwd Packet Length Max
Robusto,7 medidas IM,EDA,7,Fwd Packet Length Mean,2,Fwd Packet Length Mean; Subflow Fwd Bytes,Subflow Fwd Bytes
Robusto,7 medidas IM,EDA,8,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
Recomendado,P + restauradas + robustas,EDA,0,Flow Packets/s,6,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std
Recomendado,P + restauradas + robustas,EDA,1,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
L_ksg,KSG50k,EDA,0,Packet Length Std,13,Bwd Header Length; Bwd Packet Length Max; Bwd Packet Length Mean; Fwd Header Length; Fwd Packet Length Max; Fwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet; Total Length of Fwd Packet,Bwd Header Length; Bwd Packet Length Max; Bwd Packet Length Mean; Fwd Header Length; Fwd Packet Length Max; Fwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet; Total Length of Fwd Packet
L_ksg,KSG50k,EDA,1,Fwd IAT Mean,11,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Std; Fwd IAT Total,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd IAT Max; Fwd IAT Std; Fwd IAT Total
L_ksg,KSG50k,EDA,2,Total Fwd Packet,4,ACK Flag Count; Down/Up Ratio; Total Bwd packets; Total Fwd Packet,ACK Flag Count; Down/Up Ratio; Total Bwd packets
L_ksg,KSG50k,EDA,3,Active Mean,3,Active Max; Active Mean; Active Min,Active Max; Active Min
L_ksg,KSG50k,EDA,4,Flow Packets/s,3,Bwd Packets/s; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Fwd Packets/s
L_ksg,KSG50k,EDA,5,Idle Min,3,Idle Max; Idle Mean; Idle Min,Idle Max; Idle Mean
L_ksg,KSG50k,EDA,6,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
P,B20,train_benign,0,Total Fwd Packet,6,ACK Flag Count; Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Fwd Packet; Total Length of Bwd Packet,ACK Flag Count; Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Length of Bwd Packet
P,B20,train_benign,1,Flow IAT Max,4,Flow IAT Max; Fwd IAT Max; Idle Max; Idle Mean,Fwd IAT Max; Idle Max; Idle Mean
P,B20,train_benign,2,Flow Duration,3,Bwd IAT Total; Flow Duration; Fwd IAT Total,Bwd IAT Total; Fwd IAT Total
P,B20,train_benign,3,Packet Length Mean,3,Bwd Packet Length Mean; Packet Length Mean; Subflow Bwd Bytes,Bwd Packet Length Mean; Subflow Bwd Bytes
P,B20,train_benign,4,Bwd Bytes/Bulk Avg,2,Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Packet/Bulk Avg
P,B20,train_benign,5,Fwd IAT Std,2,Bwd IAT Std; Fwd IAT Std,Bwd IAT Std
P,B20,train_benign,6,PSH Flag Count,2,Bwd PSH Flags; PSH Flag Count,Bwd PSH Flags
P,B20,train_benign,7,Flow Packets/s,2,Flow Packets/s; Fwd Packets/s,Fwd Packets/s
P,B20,train_benign,8,Fwd Packet Length Mean,2,Fwd Packet Length Mean; Subflow Fwd Bytes,Subflow Fwd Bytes
P,B20,train_benign,9,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
P,B20,train_benign,10,Packet Length Std,2,Packet Length Max; Packet Length Std,Packet Length Max
L,B20,train_benign,0,Packet Length Std,7,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
L,B20,train_benign,1,Flow Packets/s,7,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
L,B20,train_benign,2,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
L,B20,train_benign,3,Bwd IAT Max,4,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Min; Bwd IAT Total,Bwd IAT Mean; Bwd IAT Min; Bwd IAT Total
L,B20,train_benign,4,Fwd IAT Mean,4,Fwd IAT Max; Fwd IAT Mean; Fwd IAT Min; Fwd IAT Total,Fwd IAT Max; Fwd IAT Min; Fwd IAT Total
L,B20,train_benign,5,Total Fwd Packet,2,Bwd Header Length; Total Fwd Packet,Bwd Header Length
L_cal,B20,train_benign,0,Packet Length Std,9,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
L_cal,B20,train_benign,1,Flow Packets/s,8,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
L_cal,B20,train_benign,2,Bwd IAT Max,6,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total,Bwd IAT Mean; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total
L_cal,B20,train_benign,3,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
L_cal,B20,train_benign,4,Total Fwd Packet,4,Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Fwd Packet,Bwd Header Length; Fwd Header Length; Total Bwd packets
S,B20,train_benign,0,Packet Length Std,9,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
S,B20,train_benign,1,Flow Packets/s,8,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
S,B20,train_benign,2,PSH Flag Count,7,ACK Flag Count; Bwd IAT Std; Bwd PSH Flags; Bwd Packet Length Std; Fwd PSH Flags; Fwd Packet Length Std; PSH Flag Count,ACK Flag Count; Bwd IAT Std; Bwd PSH Flags; Bwd Packet Length Std; Fwd PSH Flags; Fwd Packet Length Std
S,B20,train_benign,3,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
S,B20,train_benign,4,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
S,B20,train_benign,5,Total Fwd Packet,5,Bwd Header Length; Fwd Act Data Pkts; Fwd Header Length; Total Bwd packets; Total Fwd Packet,Bwd Header Length; Fwd Act Data Pkts; Fwd Header Length; Total Bwd packets
S,B20,train_benign,6,Fwd IAT Mean,5,Bwd IAT Max; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total,Bwd IAT Max; Bwd IAT Total; Fwd IAT Max; Fwd IAT Total
S,B20,train_benign,7,Fwd Seg Size Min,5,FIN Flag Count; FWD Init Win Bytes; Fwd Seg Size Min; Protocol; SYN Flag Count,FIN Flag Count; FWD Init Win Bytes; Protocol; SYN Flag Count
S,B20,train_benign,8,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
S,B20,train_benign,9,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
S,B20,train_benign,10,Idle Std,2,Active Std; Idle Std,Active Std
S,B20,train_benign,11,Bwd IAT Mean,2,Bwd IAT Mean; Bwd IAT Min,Bwd IAT Min
S,B20,train_benign,12,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
S,B20,train_benign,13,Flow IAT Min,2,Flow IAT Min; Fwd IAT Min,Fwd IAT Min
S,B20,train_benign,14,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
G,B20,train_benign,0,Bwd IAT Max,11,Active Max; Active Mean; Active Min; Bwd IAT Max; Bwd IAT Total; Flow IAT Std; Fwd IAT Max; Fwd IAT Total; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Bwd IAT Total; Flow IAT Std; Fwd IAT Max; Fwd IAT Total; Idle Max; Idle Mean; Idle Min
G,B20,train_benign,1,Total Length of Fwd Packet,9,ACK Flag Count; Bwd Header Length; Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count; Protocol; Total Bwd packets; Total Fwd Packet; Total Length of Fwd Packet,ACK Flag Count; Bwd Header Length; Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count; Protocol; Total Bwd packets; Total Fwd Packet
G,B20,train_benign,2,Packet Length Std,9,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
G,B20,train_benign,3,Flow Packets/s,6,Bwd IAT Std; Bwd Packets/s; Flow IAT Mean; Flow Packets/s; Fwd IAT Std; Fwd Packets/s,Bwd IAT Std; Bwd Packets/s; Flow IAT Mean; Fwd IAT Std; Fwd Packets/s
G,B20,train_benign,4,Fwd Packet Length Max,6,FWD Init Win Bytes; Fwd Packet Length Max; Fwd Packet Length Min; Fwd Seg Size Min; Packet Length Min; SYN Flag Count,FWD Init Win Bytes; Fwd Packet Length Min; Fwd Seg Size Min; Packet Length Min; SYN Flag Count
G,B20,train_benign,5,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
G,B20,train_benign,6,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
G,B20,train_benign,7,Idle Std,2,Active Std; Idle Std,Active Std
G,B20,train_benign,8,Fwd IAT Mean,2,Bwd IAT Mean; Fwd IAT Mean,Bwd IAT Mean
G,B20,train_benign,9,Fwd Packet Length Std,2,Bwd Packet Length Std; Fwd Packet Length Std,Bwd Packet Length Std
G,B20,train_benign,10,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
G,B20,train_benign,11,FIN Flag Count,2,FIN Flag Count; Fwd Header Length,Fwd Header Length
G,B20,train_benign,12,Flow Duration,2,Flow Duration; Flow IAT Max,Flow IAT Max
G,B20,train_benign,13,Flow IAT Min,2,Flow IAT Min; Fwd IAT Min,Fwd IAT Min
G,B20,train_benign,14,Fwd Packet Length Mean,2,Fwd Packet Length Mean; Subflow Fwd Bytes,Subflow Fwd Bytes
