feature_a,feature_b,n_medidas_de_7,L_B10,L_B20,L_B50,L_ksg,G_B10,G_B20,G_B50,pearson_abs,spearman_abs,r_info,r_info_B10,r_info_B50,ksg_r_info,gauss_ratio,gauss_ratio_B10,gauss_ratio_B50,nmi_sqrt,nmi_max,u_x_given_y,u_y_given_x,H_x,H_y,mi_corr_bits,mi_ref_gauss_bits,g_stat,g_dof,g_pvalue,benign_pearson,benign_r_info,benign_gauss_ratio
Flow Packets/s,Bwd IAT Std,2,False,False,False,False,False,True,True,0.0488097929237038,0.6466498182756479,0.8588408365344463,0.8035214397636573,0.9077345476164436,0.8700563221666284,1.0018790300325038,0.8347721972997911,1.2548611896338293,0.3163979722114674,0.2233117300857859,0.2233117300857859,0.4482866922443878,4.32176595458307,2.15286567511502,0.9651010323437932,0.9632909796629666,2809647.74619979,152,0.0,0.0507062626610294,0.8475141038868262,1.0595687546193242
Fwd Packet Length Max,Bwd Init Win Bytes,2,False,False,False,False,False,True,True,0.2264681757767644,0.5294561094077253,0.8578727982713543,0.7811204784036894,0.8903910827227098,0.937048480266884,1.010191532782647,0.7634038019454905,1.1525239887942136,0.3325218144329036,0.2359353031909881,0.2359353031909881,0.4686486319694346,4.071229785005712,2.0496098103368645,0.960546833685504,0.9508561520404027,2796389.3477863786,119,0.0,0.2314890793757185,0.7761845073051087,0.7810255528485505
Fwd Packet Length Max,Bwd Packet Length Min,2,False,False,False,True,False,False,True,0.2317855307852305,0.1578407372385291,0.8499452819443869,0.7994608430264012,0.8990590569620616,0.9667402062245616,0.8560246439205186,0.7198819566190223,1.0646851317496997,0.2900604060249423,0.227075958896385,0.227075958896385,0.3705149569873457,4.071229785005712,2.4951176460853897,0.9244784073176956,1.0799670475416043,2691385.239970663,153,0.0,0.2838914820299925,0.855666668636687,0.7596783883540612
Fwd Packet Length Max,Fwd PSH Flags,2,False,False,False,False,False,True,True,0.1819956347941355,0.6785381585987712,0.8493394098231565,0.8157643497366572,0.8740191443984008,0.902718019881462,1.0067948619785572,0.9203489558266476,1.101761104488922,0.3453278581217919,0.2264200351094127,0.2264200351094127,0.5266818792663766,4.071229785005712,1.7502177825891423,0.92180799085948,0.9155867055657588,2683610.9973454955,85,0.0,0.3238938252879346,0.8163386290665562,0.9763215057222489
Fwd Packet Length Std,Bwd Init Win Bytes,2,False,False,False,False,False,True,True,0.2340666794040267,0.82857989827192,0.8493112416531036,0.7947751976610621,0.8695289363691273,0.9281633193144812,1.0550582776489754,0.8883885873936966,1.1225558865664067,0.4385443570118391,0.4276772395437445,0.4276772395437445,0.4496876038390536,2.155092764344146,2.0496098103368645,0.9216841244154018,0.8735859847185162,2683250.3914982625,56,0.0,0.2419629290660198,0.7629248011239748,0.8121796097606608
Total Length of Fwd Packet,Bwd Packet Length Min,2,False,False,False,True,False,False,True,0.0313662745158115,0.1900195009552149,0.8446602137104164,0.8099421102308361,0.8890392483435984,0.965430067480294,0.8343547024686789,0.7546301090435414,1.0068414459446244,0.2823843559887355,0.2206843268871865,0.2206843268871865,0.3613347881652528,4.085350413473319,2.4951176460853897,0.9015728060956486,1.080562982899342,2624701.370933053,153,0.0,0.0368268192356888,0.8447013641902714,0.7208229984596816
Fwd Packet Length Std,Bwd IAT Std,2,False,False,False,False,False,True,True,0.1759934186086484,0.88853061720211,0.8414707274744808,0.8222127242106513,0.8634619241715579,0.892001592906393,1.008011121866779,0.9931595216324656,1.0784414120033383,0.412334667060299,0.4121215571005351,0.4121215571005351,0.412547887220207,2.155092764344146,2.15286567511502,0.8881601857376061,0.8811015736540527,2585653.916525002,64,0.0,0.1869919447567486,0.8104626245497913,0.9892885143147836
Fwd Packet Length Mean,Fwd Packet Length Std,2,False,False,False,True,False,False,True,0.8386250467605877,0.4721173288641,0.8388323780837494,0.7914058375128158,0.8948571039274587,0.9873568310242606,0.9089582881176924,0.7868404693878684,1.1626578123981484,0.2957120810602591,0.2148136479956071,0.2148136479956071,0.4070767183599875,4.083949499747377,2.155092764344146,0.877288090270569,0.965157699466378,2554002.558271612,136,0.0,0.8424136073697279,0.7807633217495356,0.7840491437684246
Total Fwd Packet,SYN Flag Count,2,False,False,False,False,False,True,True,0.0052940296319918,0.6765867379876943,0.8210062637442723,0.7795291517903526,0.8274594588462907,0.832257515943778,1.001610742189068,0.8991610691170951,1.0088496182048237,0.3900355164870444,0.2856321523090148,0.2856321523090148,0.5326000693252984,2.831059274364596,1.5182903653684277,0.8086415538511572,0.8073411354233607,2354155.5164890317,162,0.0,0.0069552283072543,0.7499597269508993,0.8912165105122808
Bwd IAT Max,Idle Min,2,False,False,False,False,False,True,True,0.9271972869618006,0.675254307910512,0.8056465738989634,0.7385838495162415,0.8418901589219957,0.9236447746759028,1.1838959392608095,0.9867477478327672,1.3202491763680244,0.3650720279038814,0.2133885328498594,0.2133885328498594,0.6245770743999008,3.539857551043754,1.20940239447707,0.7553650093147232,0.6380332800079974,2199054.321623889,52,0.0,0.9438087778857916,0.848772613102233,1.3672327873235477
Protocol,Packet Length Std,2,False,False,False,False,False,True,True,0.4810505015800529,0.3330456063006449,0.7889099073655284,0.7741242132127167,0.79719528078249,0.827862101327341,1.0403374445738531,0.9878310311794796,1.075702176311208,0.3478751192206252,0.173422391764876,0.6978170312449486,0.173422391764876,1.0067026390969698,4.050770144570117,0.7024942469611024,0.675256139846875,2045134.459030893,34,0.0,0.6021241037431622,0.7695568034201664,0.9885776360063268
Bwd IAT Max,Active Min,2,False,False,False,False,False,True,True,0.108663061583645,0.6658162071047444,0.767317889035205,0.7306267096241946,0.8065987317236277,0.8545151009673901,1.01516738119949,0.965063004906439,1.1369457234987508,0.3114121873281337,0.1810816136549285,0.1810816136549285,0.535546091395531,3.539857551043754,1.1969149392562175,0.6410031174515868,0.6314260380334497,1866118.5760843027,52,0.0,0.1255053186629826,0.8044144602112091,1.123795785847777
Flow Packets/s,Active Mean,2,False,False,False,False,True,True,False,0.0290398571891695,0.687746282539924,0.764560548029177,0.752700324890219,0.7762467101975756,0.7443027565052946,1.0019286966251415,1.049514839040256,0.9972246452784536,0.2785957698359066,0.1466140328105909,0.1466140328105909,0.5293872727089651,4.32176595458307,1.1969149394592289,0.6336315354649371,0.6324118049510283,1844658.078146156,76,0.0,0.0235017952337425,0.7767898887742395,0.9992662369128916
Fwd IAT Mean,Active Max,2,False,False,False,False,True,False,True,0.0372672907181722,0.693237143547825,0.7639119281704232,0.7507928092613176,0.7791356759792003,0.8046594573321986,0.9998413642743746,1.0360777580158216,1.0096372982722244,0.3010985550874996,0.1717211885826228,0.1717211885826228,0.5279508057455543,3.6798732404885786,1.1969149394472869,0.6319122066900865,0.6320124664463055,1839652.6869432228,56,0.0,0.0232095029047994,0.780800274942254,1.0146209891656035
Packet Length Std,Bwd Bytes/Bulk Avg,2,False,False,False,False,False,True,True,0.0186894054229941,0.4879131522960835,0.6838271238692013,0.5616626025918707,0.719402312925821,0.7615758856739869,1.008948452514466,0.7155116086762386,1.1129641569347777,0.2530846355761078,0.1122589568059242,0.1122589568059242,0.5705721359537088,4.050770144570117,0.7969811388176821,0.4547352306900241,0.4507021439566599,1323846.6991616876,51,0.0,0.0486230178814109,0.5739676096677934,0.8651230943278911
URG Flag Count,FWD Init Win Bytes,2,False,False,False,False,True,True,False,0.0073998353515364,0.0068647468404501,0.0155006288618565,0.0131176589643234,0.0159193458410103,0.0334988254744425,1.03225957944121,1.3966258589701466,0.8878239991571812,0.0044638340780742,8.968027489178542e-05,0.2221872613640053,8.968027489178542e-05,0.0007801465678121,1.9328512270270348,0.0001733386293647,0.0001679215507581,504.6316116160024,16,3.4993496040590885e-97,0.009899360336638,0.0156827316574309,0.6686563243435774
Bwd Packets/s,URG Flag Count,2,False,False,False,False,True,True,False,0.0004153947812337,0.0045454831490566,0.0147084264992595,0.0136150281488025,0.0145828751672993,0.0,1.0673327620971995,1.1136930064191692,0.9701805426078144,0.0026878159774433,3.6111980796850685e-05,3.6111980796850685e-05,0.2000542359955393,4.321879391390578,0.0007801465678121,0.0001560716255882,0.0001462258361502,454.3630940013544,76,2.8849607748951764e-55,1.6717223449807742e-05,0.0160811950295293,1.0530531396168157
Flow Duration,URG Flag Count,2,False,False,False,False,True,True,False,0.0021063878669073,0.0004740834734294,0.014340641943437,0.0130832995293307,0.0132392423462819,0.0,1.024223241367115,1.0377726449078255,0.8111919410367444,0.002555082108847,3.432887211746452e-05,3.432887211746452e-05,0.1901735821850433,4.321821786703103,0.0007801465678121,0.0001483632674302,0.0001448544237603,431.922157353588,76,3.3386698792961475e-51,0.0025093749637703,0.0160672461722134,1.0555185557059543
Flow Packets/s,Bwd IAT Max,1,False,False,False,False,False,False,True,0.0558443446271886,0.6576170494469915,0.9096548219049424,0.8722994249651789,0.9362935284173078,0.9367550600508476,0.8951366281842946,0.7780112139883314,1.0353773544064568,0.3240716340825662,0.2932940751720602,0.2932940751720602,0.3580789143296998,4.32176595458307,3.539857551043754,1.2675483487595374,1.4160389697499554,3690146.670595263,247,0.0,0.0561811806087069,0.9057027987596896,0.8579796424861462
Flow Bytes/s,Bwd IAT Mean,1,False,False,False,False,False,False,True,0.0244065291352776,0.113668015468505,0.9083350873793976,0.8719072028125953,0.9309686874918432,0.9129741675966944,0.8916886631672869,0.7755949851333876,1.0009514517056295,0.3303846272189484,0.307190088018192,0.307190088018192,0.3553304815490639,4.093836622396378,3.539201103388576,1.2575860323660413,1.4103420670383802,3661143.904186507,221,0.0,0.0290561866891421,0.8939605816129097,0.8033359712757566
Flow Bytes/s,Fwd IAT Mean,1,False,False,False,False,False,False,True,0.0238463549935952,0.1939598604902934,0.9079565536798608,0.8746462663371317,0.9337134627451936,0.9271698478833512,0.8757989661649477,0.7697062106860747,1.005861942218787,0.3232791893053808,0.3064989029725198,0.3064989029725198,0.3409781673747602,4.093836622396378,3.6798732404885786,1.2547564337132158,1.432699149221073,3652906.242831764,238,0.0,0.0278024479273879,0.8941146490455074,0.7915924593420651
Total Length of Fwd Packet,Bwd IAT Max,1,False,False,False,True,False,False,False,0.0322296114017789,0.6718873484731699,0.9062885691272824,0.8667078354064229,0.92709543192057,0.9546559927275948,0.8812552950954956,0.7556145942135268,0.9755363122376276,0.3267120767011162,0.3041189094158337,0.3041189094158337,0.3509837032737914,4.085350413473319,3.539857551043754,1.2424323123270309,1.4098437980930338,3617027.678084512,221,0.0,0.0278847882041529,0.8776656646554417,0.7362213960584086
Bwd IAT Max,Bwd Packets/s,1,False,False,False,False,False,False,True,0.0605217887013657,0.5694828367691944,0.9033923377601302,0.8550753237164719,0.9367854462579748,0.9372250979589092,0.8626647200772519,0.714113029469796,1.0388362841463556,0.3123130561505233,0.2826485172256863,0.3450909489972579,0.2826485172256863,3.539857551043754,4.321879391390578,1.2215728016047986,1.4160458555618298,3556300.484429752,247,0.0,0.0580206410171353,0.9061770210164944,0.8601777231284161
Total Length of Fwd Packet,Flow Bytes/s,1,False,False,False,True,False,False,False,0.0033999171337637,0.2633576359993184,0.9013319646109798,0.8725496078778023,0.9259319477064484,0.9603590618879092,0.8112968249374067,0.7351385455619605,0.9171147768176848,0.2951716659527134,0.2948655731461205,0.2954780765068318,0.2948655731461205,4.085350413473319,4.093836622396378,1.207131482029486,1.4879036191502646,3514258.232233223,289,0.0,0.0020873202240702,0.8643389336102372,0.6432188294505943
Total Length of Fwd Packet,Fwd IAT Mean,1,False,False,False,True,False,False,False,0.0006604597084338,0.5983888947152347,0.9005119492544903,0.8649515812405579,0.92653869312582,0.9548280456851338,0.8390094338151001,0.7330356589693332,0.958146901263328,0.3098722739421071,0.294092867551478,0.294092867551478,0.3264983165266487,4.085350413473319,3.6798732404885786,1.2014724180509846,1.4320130020323034,3497783.297672037,238,0.0,0.0016980999374803,0.8937585570957693,0.7902374897404507
Total Fwd Packet,Flow IAT Std,1,False,False,False,False,False,False,True,0.0005587690421608,0.8195001489843557,0.8958248612041613,0.8796314548842608,0.922990571770072,0.9496651066076732,0.9093338329564916,0.8813686224946768,1.0396508967983202,0.3578577602214579,0.3098610726574271,0.4132890119188996,0.3098610726574271,2.831059274364596,3.7760331756146313,1.1700456901859806,1.2867064303346594,3406292.3219532496,135,0.0,0.000967179593455,0.8906066803078646,0.9208411010754234
Flow Bytes/s,Packet Length Mean,1,False,False,False,True,False,False,False,0.0255413938051813,0.3451291882999002,0.8932511139423482,0.859398187209238,0.9254642619300768,0.968403591124846,0.7744879722541734,0.6878574662076803,0.913347780830208,0.2818239236722651,0.2817456477804662,0.2817456477804662,0.2819022213110378,4.093836622396378,4.091562832390144,1.1534206510844631,1.4892686425166728,3357892.722246448,289,0.0,0.0098321043539422,0.8511768701952763,0.6027949384639577
Fwd Packet Length Mean,Packet Length Mean,1,False,False,False,True,False,False,False,0.1453440260657389,0.5163701692222878,0.8888954987091724,0.8472537843931882,0.936584626629057,0.9942961337354904,0.7568912563681143,0.6493165994723783,0.9876124773586434,0.2755140992401167,0.2752576499024364,0.2757707875039917,0.2752576499024364,4.083949499747377,4.091562832390144,1.1262339696718673,1.4879732857214076,3278745.5701891677,289,0.0,0.3533638321284468,0.8585877222676088,0.6250826718496607
Flow Duration,Total Length of Fwd Packet,1,False,False,False,True,False,False,False,0.0688355236903881,0.5574964437149823,0.8838053234198346,0.837659728607467,0.9149062900416816,0.9516477647050692,0.7254915107810511,0.6173322488068648,0.840834615681968,0.2608013365902095,0.2535660131313795,0.2535660131313795,0.2682431147899862,4.321821786703103,4.085350413473319,1.095867119918641,1.5105168063770311,3190340.1617303905,323,0.0,0.0602056986454553,0.8505621624042586,0.5978165965724805
Flow Bytes/s,Packet Length Std,1,False,False,False,True,False,False,False,0.0462866234148898,0.2519152578454283,0.8822569310077684,0.8383381386863101,0.9142699243040032,0.9556041385880214,0.7360700057281732,0.6320086226747131,0.85857159393074,0.2669070268073712,0.2654994063549718,0.2654994063549718,0.2683221101590863,4.093836622396378,4.050770144570117,1.086911192960481,1.4766410592770054,3164267.243818352,289,0.0,0.0618964713834386,0.8412964693771603,0.581580081084872
Total Fwd Packet,Packet Length Std,1,False,False,False,True,False,False,False,0.0125916008634428,0.6734179928166506,0.8677736979167269,0.8190667127698535,0.9018367661858444,0.9684075909324352,0.7653671125508738,0.6484719800335513,0.8935022339862447,0.2978939134758254,0.2490389696252924,0.3563329217891611,0.2490389696252924,2.831059274364596,4.050770144570117,1.0087996229926386,1.3180597996044463,2936865.148952395,153,0.0,0.0405897779310438,0.833688296078345,0.6759563663074606
Total Length of Fwd Packet,Flow IAT Max,1,False,False,False,True,False,False,False,0.0299701692764013,0.4998011716205536,0.8666981218927227,0.8087080123081163,0.9097563649448652,0.9509717977329168,0.6642974673226216,0.541660315186453,0.8148289556139066,0.2387937273340581,0.2321739668720187,0.2456022308716678,0.2321739668720187,4.085350413473319,4.321635146952657,1.0033711754415378,1.510424508293725,2921061.59583602,323,0.0,0.0271458643631354,0.82277332773975,0.5255543094383276
Bwd IAT Mean,Packet Length Std,1,False,False,False,True,False,False,False,0.0681702142341199,0.5668177295845901,0.8643344291124996,0.8277515418036225,0.8977613015534555,0.9572832617724446,0.7048150789271005,0.6335639360900969,0.817622467343917,0.2618893847361571,0.24479453356611,0.2801780286444196,0.24479453356611,3.539201103388576,4.050770144570117,0.991606388123566,1.4069029136451388,2886811.390868169,221,0.0,0.0185763090373184,0.812682921029819,0.5416911758610462
Total Length of Fwd Packet,Fwd IAT Std,1,False,False,False,False,False,False,True,0.0241878339288899,0.5675967450246611,0.861289465331652,0.8174978709507741,0.8868611330379979,0.9230161314307276,0.93983959347962,0.8241050862543651,1.0359249483561537,0.3121495062854529,0.2390918890515685,0.2390918890515685,0.4075308228178174,4.085350413473319,2.3968104818211486,0.9767741477949422,1.0392987852092688,2843631.071695568,153,0.0,0.0230779458490075,0.8390842849081102,0.9157850756780336
Bwd IAT Max,Packet Length Std,1,False,False,False,True,False,False,False,0.0111493421884719,0.5900272258804873,0.8584563012666063,0.8260614730777827,0.8926800098333568,0.9548259862780571,0.684679356534254,0.6287199135483656,0.7947773423846299,0.2543867067300546,0.2378036442146107,0.2721261769334436,0.2378036442146107,3.539857551043754,4.050770144570117,0.9632879022545192,1.4069182794272352,2804369.2761762687,221,0.0,0.2151626417219982,0.7962555821964358,0.5040970089790962
Total Length of Fwd Packet,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0450553910698576,0.5303226910319248,0.8555568178562369,0.7872139067822574,0.8870335077753428,0.9458867621499802,0.9984128231828864,0.7845193009319054,1.1314237201074109,0.3282282255959864,0.2324860313223677,0.2324860313223677,0.4633988866561402,4.085350413473319,2.0496098103368645,0.9497869041896058,0.9512967803856286,2765064.5324103134,119,0.0,0.0390190989293549,0.771476296956075,0.7657653637103845
Bwd IAT Std,Bwd Packets/s,1,False,False,False,False,False,False,True,0.052899075443929,0.5933596281283748,0.855136612510237,0.7893538657112714,0.9080819549374948,0.8836213326513289,0.9842048015920244,0.7849216998176517,1.2575716208794867,0.3107399104259183,0.2193154268506763,0.4402758771604852,0.2193154268506763,2.15286567511502,4.321879391390578,0.9478548235199656,0.9630666523743232,2759439.7678343733,152,0.0,0.0523685274167923,0.8566147763052866,1.106678939126105
Fwd Packet Length Min,FWD Init Win Bytes,1,False,False,False,False,True,False,False,0.392586998513492,0.8541626700167398,0.8548209660768323,0.8537247733715876,0.8558224140208588,0.8588813265592247,0.9940688065618414,1.0594722322582308,0.9978814060829412,0.4238863421560101,0.3669603094754047,0.3669603094754047,0.4896432295995896,2.579045996800042,1.9328512270270348,0.9464075171370472,0.95205433556492,2755226.301077476,40,0.0,0.3529979388631142,0.8486551584834386,1.0018583747964382
Fwd Packet Length Mean,Packet Length Std,1,False,False,False,True,False,False,False,0.0947010157647136,0.4492367047679783,0.8544970066290186,0.806951883724118,0.9087916456873792,0.9850216966794946,0.6403987745579405,0.5490386752841572,0.8312255296487112,0.2323211032473835,0.2313754519306158,0.2313754519306158,0.2332706195221899,4.083949499747377,4.050770144570117,0.944925661165862,1.475526966487612,2750912.2519260403,289,0.0,0.4358867957858161,0.8027051215666682,0.4888270013581449
Bwd Packet Length Min,Fwd Seg Size Min,1,False,False,False,False,True,False,False,0.6468187872369741,0.8430107390718018,0.853800687034267,0.8535498890500854,0.8542148238375832,0.8566302092030841,0.9907670379389892,1.0214868014851377,0.9771841153197304,0.4291276281054891,0.3774381994533718,0.3774381994533718,0.4878958236610406,2.4951176460853897,1.9302331893233744,0.9417527117628052,0.9505289091185912,2741675.0116368504,72,0.0,0.6334195266431466,0.8450104668745261,1.0340423650423427
Flow Duration,Packet Length Std,1,False,False,False,True,False,False,False,0.0544284798447457,0.6221105562850594,0.8533644446103565,0.8083342842504815,0.8924657404844086,0.9524146141103328,0.6294214504266709,0.5500346130137351,0.7475251157753553,0.2246057441790267,0.2174484077409842,0.2174484077409842,0.2319986650732604,4.321821786703103,4.050770144570117,0.9397732660588852,1.4930747362070895,2735912.355734145,323,0.0,0.4059898158809872,0.8212092099947824,0.5284173529747532
Bwd Packet Length Min,FWD Init Win Bytes,1,False,False,False,False,True,False,False,0.4702524312491819,0.8491521692758613,0.8482851059873168,0.8477356986630005,0.8489358562925671,0.8522218079889777,0.972309456160766,1.0350287155224136,0.9708415667163496,0.417651574681988,0.3675934997369271,0.3675934997369271,0.4745264482619505,2.4951176460853897,1.9328512270270348,0.917189027779892,0.943309788841794,2670164.0536873504,36,0.0,0.4349699166519797,0.8396207709048552,0.9608150837282492
Total Length of Fwd Packet,Bwd IAT Std,1,False,False,False,False,False,False,True,0.0251264626950703,0.6475386044474155,0.8482596829492941,0.8028863015218454,0.8769191783579225,0.9081217658743008,0.952562192730832,0.8287996860513868,1.0588011716256065,0.3092311183601877,0.2244796627504723,0.2244796627504723,0.4259801684956479,4.085350413473319,2.15286567511502,0.9170780830339932,0.96274877381485,2669841.066098673,136,0.0,0.0225299585217562,0.8055209327240803,0.8758788831607734
Fwd Packet Length Max,PSH Flag Count,1,False,False,False,False,False,False,True,0.1197447094727028,0.6777603134165601,0.8480302630182732,0.8094604174719662,0.8736951145947923,0.904903591113194,0.9907139763214122,0.8920036411663764,1.089782795673043,0.3345381421656235,0.2250125580180851,0.2250125580180851,0.4973756556051054,4.071229785005712,1.8418228111487625,0.916077828203554,0.9246642826267704,2666929.0769537184,102,0.0,0.1156458202834437,0.8161453599261126,0.9659425067583696
Total Fwd Packet,Fwd Packet Length Std,1,False,False,False,False,False,False,True,0.0028790155906365,0.825660428389463,0.8473743002275324,0.8125523076490189,0.8819143470774767,0.9404515129605222,0.977819960874738,0.8979677235677661,1.118978888643611,0.3697185773495865,0.322574309607622,0.322574309607622,0.4237529845562517,2.831059274364596,2.155092764344146,0.9132269908864148,0.9339418578338904,2658629.584595463,72,0.0,0.0024579239613239,0.8304942148205731,1.0104656982879443
Bwd IAT Max,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0412427029707274,0.7279177160600225,0.8472413198368494,0.8259795919666364,0.8735555440449873,0.9194108681742612,0.960800582743358,0.940461976593942,1.055298720484165,0.3388255089093405,0.2578213048087683,0.2578213048087683,0.4452802128700158,3.539857551043754,2.0496098103368645,0.9126506926472718,0.949885656856489,2656951.8379197447,91,0.0,0.0340058505587278,0.7908664402309048,0.8310505459972369
Fwd Packet Length Std,Bwd IAT Max,1,False,False,False,False,False,False,True,0.1357348633309979,0.7666864280578229,0.8472188039468217,0.8215815096589417,0.870007761826024,0.9018062400359912,0.9470807158003676,0.9076287441335432,1.0206698948734407,0.3303941132574167,0.2577937548889153,0.4234403200426339,0.2577937548889153,2.155092764344146,3.539857551043754,0.91255316985545,0.9635431855290826,2656667.9249582384,104,0.0,0.1386222172720507,0.8122703777388132,0.897918749337472
Packet Length Std,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0351499985350679,0.6392063800500455,0.8463028881952882,0.822942604622595,0.8730343357559397,0.934269142116997,0.9538613318997322,0.9247616093678196,1.0512255100993184,0.3153320018815026,0.2243028765975993,0.2243028765975993,0.4433035943136013,4.050770144570117,2.0496098103368645,0.9085993958627506,0.9525487253510562,2645157.511213687,119,0.0,0.2075982997997682,0.7440936599055169,0.6834067998663593
Fwd Packet Length Std,Bwd IAT Mean,1,False,False,False,False,False,False,True,0.0096483016691512,0.7512282766025165,0.8458063203619498,0.8202112565951984,0.8672396180005459,0.8914849562759246,0.9407837440923146,0.9020880349252908,1.0065236327367626,0.3282208924993187,0.2561218240516911,0.4206160668733453,0.2561218240516911,2.155092764344146,3.539201103388576,0.90646664228564,0.9635228584441748,2638948.5381836034,104,0.0,0.0052739897275227,0.8154940769313858,0.9108907029005324
Bwd IAT Mean,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0116914183338228,0.7252772526616834,0.845572230789847,0.8241616823858796,0.8649054429146347,0.9026511934666516,0.9532725909074864,0.932757896376737,1.0101921680098118,0.3361885346091697,0.2558384842528403,0.2558384842528403,0.4417737664946555,3.539201103388576,2.0496098103368645,0.9054638457569132,0.9498477711343188,2636029.149526447,91,0.0,0.0034050336506894,0.7907650624696699,0.830719624391789
Total Fwd Packet,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0024297822290149,0.7883114190754191,0.8376015476199281,0.8165116297381708,0.8613470605537793,0.8965368382145698,0.9460228934756876,0.9266441496796736,1.0219898841992945,0.3621157295419285,0.3081119229448303,0.3081119229448303,0.4255849638287529,2.831059274364596,2.0496098103368645,0.8722831169952716,0.922052862579788,2539431.8434848106,63,0.0,0.0021604011806888,0.7925197365747209,0.8647941605532595
Fwd IAT Std,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0638065096964915,0.8268206504137783,0.8347224599279032,0.8013603960319077,0.8550556435652754,0.8959464934074659,0.9505404928901052,0.889889409780997,1.0096758018914909,0.3883456313883504,0.3591179985150524,0.3591179985150524,0.4199520214581927,2.3968104818211486,2.0496098103368645,0.8607377830515093,0.9055245825819034,2505820.521553636,63,0.0,0.0650553136196912,0.7859197208305669,0.8544476544857382
Bwd IAT Std,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0605540806883016,0.8298148171988912,0.8324465553963657,0.8119684552373873,0.8572841027901389,0.8915638216508995,0.976294358649627,0.9590458039212284,1.0579597925279092,0.4054872123838076,0.3956437335395469,0.3956437335395469,0.4155755935670757,2.15286567511502,2.0496098103368645,0.8517678135116439,0.8724497954590013,2479706.722213936,56,0.0,0.0643146414266589,0.7740309496114997,0.8528152941027132
Fwd Packet Length Max,Bwd IAT Std,1,False,False,False,False,False,False,True,0.1763554211582549,0.61311856500725,0.8323179948154376,0.7813899042545701,0.8664677928146867,0.895176142737947,0.8846474216832524,0.7545907028765066,1.0042122709646168,0.2875368989648267,0.2090928796488061,0.2090928796488061,0.3954102521576755,4.071229785005712,2.15286567511502,0.8512651594588344,0.9622648962669216,2478243.371974672,136,0.0,0.1881738091280018,0.7923872008206019,0.8271864277715436
Fwd IAT Mean,Packet Length Std,1,False,False,False,True,False,False,False,0.0551416344036803,0.528996375795589,0.8269678136080217,0.7752014285586144,0.8755789519519872,0.9570151988433446,0.5819898667991701,0.4939477070929374,0.7162788751512996,0.2151634551173512,0.2050766142926532,0.2257464244653999,0.2050766142926532,3.6798732404885786,4.050770144570117,0.8307182265262012,1.427375756720625,2418426.169556712,238,0.0,0.0209688245715883,0.8063689072323628,0.5194782895317339
FWD Init Win Bytes,Bwd Init Win Bytes,1,False,False,False,False,False,False,True,0.0941441391876556,0.7330523891420742,0.8252527903319687,0.7598389301768974,0.8341043597682662,0.8672337963005183,0.9739047124681643,0.7925612316395892,1.0129648663023492,0.4141337099013322,0.4021649345315362,0.4264586863507164,0.4021649345315362,1.9328512270270348,2.0496098103368645,0.8242811951893195,0.8463673957386916,2399686.379646877,28,0.0,0.1291725966558305,0.7964066255014004,0.936226827152168
Fwd Packet Length Min,Packet Length Mean,1,False,False,False,True,False,False,False,0.2230263430725715,0.1514104419439139,0.8204866452012872,0.7800965769228948,0.8748825912376149,0.9646114477111364,0.7378386351443664,0.6573364252279588,0.9280466864854566,0.2483523378286081,0.1971756058732225,0.3128119395489147,0.1971756058732225,2.579045996800042,4.091562832390144,0.8067563804448851,1.0934049018550434,2348667.31055554,170,0.0,0.114309779688129,0.8161523223361425,0.6288863090848132
Packet Length Min,Packet Length Mean,1,False,False,False,True,False,False,False,0.3252512693334088,0.1497106130040741,0.820323911085731,0.7794766386475082,0.8752200391050409,0.963794788662574,0.7386405404716458,0.6567699599226893,0.9313057451489952,0.2484060420966929,0.1970316163990486,0.3131759403788857,0.1970316163990486,2.5741672156832505,4.091562832390144,0.8061672384641,1.091420243396519,2346952.1725720223,170,0.0,0.2242611760275774,0.816678300990286,0.6309143914384729
PSH Flag Count,Fwd Act Data Pkts,1,False,False,False,False,False,False,True,0.3556282067523917,0.7184741895141341,0.8120935904265775,0.7934390458573349,0.8371942275657439,0.8618961659291364,0.9696721941564206,0.9620677946775218,1.0563911087272302,0.3916504473627827,0.3635402047102792,0.4219342755822867,0.3635402047102792,1.8418228111487625,2.1376677558739634,0.7771281735729839,0.8014339054540561,2262412.27416892,36,0.0,0.2302795540540098,0.8084661326511112,1.0018831424027252
Fwd Packet Length Std,Packet Length Mean,1,False,False,False,True,False,False,False,0.2841331477639489,0.6493986395371297,0.8098439114362022,0.7605631453012672,0.8523286653423668,0.9638741967781852,0.7971435926399957,0.6897578338541874,0.9345782225823842,0.2591175277040644,0.1880551205401486,0.3570330495155656,0.1880551205401486,2.155092764344146,4.091562832390144,0.7694393416427207,0.9652455953317975,2240028.183198351,136,0.0,0.4322464678795431,0.740645551723574,0.6629120272195694
